Crop,Growth_Stage,Soil_Type,N,P,K,pH,Recommended_Fertilizer
Tomato,Vegetative,Sandy Loam,80.3,41.7,39,6.39,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,69.8,39.6,58.6,7.15,Vermicompost
Tomato,Flowering,Black Soil,54.5,45.7,49.8,7.08,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,71.5,26.1,35.4,6.66,Vermicompost
Tomato,Vegetative,Black Soil,75.5,29.2,30.6,6.98,Seaweed Extract
Tomato,Vegetative,Sandy Loam,92.7,43,26.3,6.59,Vermicompost
Tomato,Vegetative,Sandy Loam,99.7,25.5,34.1,6.86,Vermicompost
Tomato,Vegetative,Sandy Loam,74.9,27.3,33.2,7.1,Vermicompost
Tomato,Flowering,Black Soil,50.3,48.3,39.5,7.46,Bone Meal
Tomato,Flowering,Black Soil,65.3,43,47,7.13,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,55.9,48.2,98.3,6.96,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,69.6,47.1,43.9,6.65,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,80.2,26.6,31.6,6.46,Neem Cake
Tomato,Vegetative,Black Soil,90.8,35.9,28.8,6.85,Vermicompost
Tomato,Flowering,Black Soil,64.6,44.9,52.2,6.93,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,93.3,29.7,30.2,6.23,Seaweed Extract
Tomato,Fruiting,Sandy Loam,54.4,32.2,71.1,7.19,Vermicompost
Tomato,Flowering,Black Soil,50.8,35.4,59.7,6.93,Seaweed Extract + Bone Meal
Tomato,Flowering,Reddish Soil,57.4,36.2,37.8,6.52,Seaweed Extract
Tomato,Flowering,Reddish Soil,61.1,45.4,38.6,6.78,Bone Meal
Tomato,Vegetative,Reddish Soil,75.2,42.1,28.4,6.84,Neem Cake
Tomato,Flowering,Black Soil,56.8,49.5,36.6,6.82,Bone Meal
Tomato,Vegetative,Sandy Loam,78.4,44.3,25.2,6.92,Seaweed Extract
Tomato,Flowering,Reddish Soil,51.2,41.8,41.8,6.97,Seaweed Extract
Tomato,Flowering,Sandy Loam,59.6,53.6,43.3,6.67,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,59.1,37.5,80.2,6.26,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,64.3,48.2,35.7,6.72,Bone Meal
Tomato,Seedling,Reddish Soil,15.9,11.3,17.4,6.71,Vermicompost + Urea (46% N) (small dose)
Tomato,Flowering,Black Soil,54.6,37.4,36.9,7.2,Seaweed Extract
Tomato,Fruiting,Black Soil,59.3,39.7,94.2,7.05,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,15.6,14.7,11.9,7.1,Jeevamrut + Urea (46% N) (small dose)
Tomato,Vegetative,Reddish Soil,70.5,44.3,35.9,6.3,Seaweed Extract
Tomato,Fruiting,Sandy Loam,51.7,48.8,75.2,6.67,Vermicompost
Tomato,Seedling,Reddish Soil,19,16.3,14,6.08,Vermicompost
Tomato,Seedling,Black Soil,23.9,8.5,15.3,6.67,Vermicompost
Tomato,Fruiting,Reddish Soil,48,46.8,75.7,6.67,Vermicompost
Tomato,Flowering,Sandy Loam,58.2,43.5,43.3,6.76,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,24.9,17,15.6,6.61,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,18.4,12.7,11.2,6.3,Vermicompost
Tomato,Fruiting,Reddish Soil,54.7,42.1,90.2,6.08,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,19.9,11,10.8,6.33,Cow Manure Compost
Tomato,Flowering,Sandy Loam,54.5,48.3,37,6.64,Bone Meal
Tomato,Flowering,Reddish Soil,61.1,45.8,54,6.83,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,77.6,32.2,32.1,6.05,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,57.1,39.8,77.4,7.37,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,21.7,9.9,12.4,6.41,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,94.4,37.2,30.6,6.46,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,75.5,42.9,34.8,6.15,Neem Cake
Tomato,Vegetative,Black Soil,71.9,44.8,29.8,7.31,Seaweed Extract
Tomato,Vegetative,Reddish Soil,84.5,28.9,34.2,6.28,Seaweed Extract
Tomato,Fruiting,Black Soil,54.3,35.5,82.4,6.62,Cow Manure Compost
Tomato,Seedling,Sandy Loam,18.6,8.4,12.9,6.33,Vermicompost
Tomato,Fruiting,Black Soil,56.4,32.4,86.3,6.51,Cow Manure Compost
Tomato,Fruiting,Sandy Loam,42,49.1,88,6.93,Vermicompost
Tomato,Fruiting,Sandy Loam,55.5,37.9,74.2,6.21,Vermicompost
Tomato,Seedling,Sandy Loam,27.9,16.9,10.4,6.94,Jeevamrut
Tomato,Seedling,Sandy Loam,26.9,10.7,16.3,6.46,Cow Manure Compost
Tomato,Vegetative,Reddish Soil,94.7,44.1,37.3,6,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,61.8,43,36.4,6.84,Bone Meal
Tomato,Vegetative,Sandy Loam,90.2,29.4,28.3,7.07,Neem Cake
Tomato,Flowering,Reddish Soil,66.1,40.6,40.3,6.96,Seaweed Extract
Tomato,Vegetative,Black Soil,93.7,35,26.3,7.04,Seaweed Extract
Tomato,Flowering,Reddish Soil,59.5,45.9,40.7,6.96,Seaweed Extract
Tomato,Vegetative,Reddish Soil,93.7,38.3,28.9,6.91,Vermicompost
Tomato,Flowering,Reddish Soil,65.9,49.1,36.3,6.07,Seaweed Extract
Tomato,Flowering,Reddish Soil,58.1,36.3,43.7,6.11,Vermicompost
Tomato,Vegetative,Sandy Loam,90.3,36.3,38.9,6.59,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,89.6,43.8,38.1,6.77,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,22.1,15.2,11.3,6.4,Cow Manure Compost
Tomato,Flowering,Reddish Soil,63.5,47.1,44.1,6.22,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,53.3,49.7,40.2,6.26,Seaweed Extract
Tomato,Flowering,Sandy Loam,58.6,40.5,54.2,6.43,Bone Meal
Tomato,Seedling,Reddish Soil,23.3,8.1,17.1,6.04,Jeevamrut
Tomato,Fruiting,Reddish Soil,54.6,47.2,78.2,6.81,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,27.6,9.7,8.2,6.98,Vermicompost
Tomato,Fruiting,Sandy Loam,54.4,35.7,96.4,6.25,Cow Manure Compost
Tomato,Vegetative,Sandy Loam,80.1,42.4,26.3,6.41,Vermicompost
Tomato,Vegetative,Reddish Soil,84.1,44.6,34.5,6.13,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,55.9,36.5,39.2,6.33,Vermicompost
Tomato,Fruiting,Sandy Loam,51.4,33.6,78.1,6.4,Vermicompost
Tomato,Seedling,Black Soil,19.2,8.2,15.7,6.68,Jeevamrut
Tomato,Flowering,Sandy Loam,52.5,52.5,59.3,6.38,Vermicompost
Tomato,Vegetative,Sandy Loam,73.6,39.7,33,6.49,Seaweed Extract
Tomato,Flowering,Sandy Loam,61.6,53.7,51.8,6.68,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,97.2,37.5,26.8,7.44,Neem Cake
Tomato,Flowering,Black Soil,58.4,52.9,55.4,6.84,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,69,54.9,52.8,6.98,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,49.8,32.7,77.8,6.62,Vermicompost
Tomato,Flowering,Sandy Loam,64.6,50.6,38,6.2,Seaweed Extract
Tomato,Fruiting,Black Soil,42.3,32.5,90.6,6.93,Vermicompost
Tomato,Flowering,Sandy Loam,68.4,48,37.6,6.6,Vermicompost
Tomato,Seedling,Reddish Soil,22.7,14.8,8.5,6.08,Cow Manure Compost
Tomato,Fruiting,Black Soil,57.4,33.5,90.8,7.34,Wood Ash (Organic Potash)
Tomato,Fruiting,Sandy Loam,48.5,42.3,72.4,6.29,Vermicompost
Tomato,Flowering,Sandy Loam,60.9,39.7,50.9,7.02,Bone Meal
Tomato,Seedling,Black Soil,28.3,12.7,9.4,7.21,Jeevamrut
Tomato,Seedling,Reddish Soil,20.6,12.3,13.3,6.61,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,66.3,53.8,51.2,7.15,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,20.6,14.3,14,7.36,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,57.5,40.2,53.1,7,Vermicompost
Tomato,Seedling,Reddish Soil,28.3,14.5,11.4,6.82,Vermicompost
Tomato,Flowering,Black Soil,60,46.9,36.7,7.25,Seaweed Extract
Tomato,Flowering,Black Soil,50.4,53.3,37.9,7.08,Bone Meal
Tomato,Vegetative,Reddish Soil,91.2,38.8,30.6,6.17,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,58.7,44.2,40.2,6.37,Vermicompost
Tomato,Fruiting,Reddish Soil,54.8,30.3,77.5,6.21,Wood Ash (Organic Potash)
Tomato,Flowering,Reddish Soil,57.3,39.5,39.9,6.14,Seaweed Extract
Tomato,Seedling,Reddish Soil,19.9,12.3,9.1,6.22,Vermicompost
Tomato,Fruiting,Reddish Soil,59,46.8,94.2,6.82,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,86.2,35,26.6,6.66,Seaweed Extract
Tomato,Vegetative,Reddish Soil,94.7,32.6,36.6,6.96,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,50,45.2,36.2,6.28,Vermicompost
Tomato,Fruiting,Black Soil,56.2,45.2,93.9,6.94,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,71.3,42.8,32.9,7.49,Seaweed Extract
Tomato,Vegetative,Sandy Loam,91.4,26.4,31.3,6.32,Vermicompost
Tomato,Fruiting,Reddish Soil,51.7,35.1,83.5,6.96,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,27.4,15.3,17.2,6.01,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,47.9,43,73.2,7.16,Cow Manure Compost
Tomato,Flowering,Black Soil,58.5,35.4,41.7,7.04,Vermicompost + Bone Meal
Tomato,Seedling,Reddish Soil,16.5,12.5,17.1,6.35,Jeevamrut + Urea (46% N) (small dose)
Tomato,Seedling,Black Soil,21,14.2,15.6,6.55,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,26.4,9.9,9.1,6.9,Vermicompost
Tomato,Flowering,Sandy Loam,65.8,48.5,52,7.15,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,26.5,14.2,17.1,6.24,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,15.4,17.6,18,7.2,Jeevamrut + Urea (46% N) (small dose)
Tomato,Seedling,Reddish Soil,15.4,9.4,19.6,6.55,Vermicompost + Urea (46% N) (small dose)
Tomato,Fruiting,Black Soil,52.5,39,87.6,6.67,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,78.8,31.6,35.1,7.25,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,49.5,44.4,77.4,6.64,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,17,8.8,16.7,6.5,Vermicompost + Urea (46% N) (small dose)
Tomato,Seedling,Reddish Soil,26.3,12.6,18.1,6.73,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,93.1,28.7,29.9,6.93,Vermicompost
Tomato,Vegetative,Sandy Loam,74.2,36.4,27.8,6.48,Vermicompost
Tomato,Fruiting,Reddish Soil,57.1,44,91.8,6.56,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,73.4,28,28.4,6.25,Vermicompost
Tomato,Fruiting,Reddish Soil,45,43.5,91.2,6.61,Vermicompost
Tomato,Seedling,Reddish Soil,17,16.6,19.1,6.49,Vermicompost + Urea (46% N) (small dose)
Tomato,Vegetative,Black Soil,78.3,28.8,32,6.85,Vermicompost
Tomato,Seedling,Sandy Loam,27.6,12.9,12,6.99,Vermicompost
Tomato,Fruiting,Black Soil,45.5,31.6,72.6,7.39,Vermicompost
Tomato,Seedling,Sandy Loam,29.5,12.4,11.3,7,Vermicompost
Tomato,Vegetative,Sandy Loam,90.6,27.4,39.1,6.38,Neem Cake
Tomato,Seedling,Reddish Soil,24.7,13.3,8.5,6.97,Vermicompost
Tomato,Flowering,Sandy Loam,64.4,35.8,45.1,6.72,Vermicompost + Bone Meal
Tomato,Flowering,Reddish Soil,58.1,40.9,40.8,6.28,Bone Meal
Tomato,Fruiting,Black Soil,52.2,38.2,95.2,7.4,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,20.5,12.3,8.4,6.46,Cow Manure Compost
Tomato,Vegetative,Reddish Soil,90.3,31.5,35.3,6.07,Vermicompost
Tomato,Seedling,Black Soil,29.1,11.9,19.5,7.41,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,60,49.6,50.5,6.39,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,67.5,46.9,50,7.17,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,44.9,36.1,86.7,6.79,Vermicompost
Tomato,Vegetative,Black Soil,87.6,39.9,31.5,6.63,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Reddish Soil,90.8,33.6,35.1,6.28,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,16.4,16.4,11.8,6.69,Vermicompost + Urea (46% N) (small dose)
Tomato,Vegetative,Reddish Soil,93.8,25.7,33.7,7,Neem Cake
Tomato,Flowering,Black Soil,64.7,39.3,35.8,6.76,Bone Meal
Tomato,Flowering,Black Soil,67.7,47.3,40.8,6.52,Bone Meal
Tomato,Seedling,Sandy Loam,28.6,15.6,15.2,6.85,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,58.2,34.2,88.7,7.13,Cow Manure Compost
Tomato,Seedling,Reddish Soil,25.4,8,15.4,6.36,Jeevamrut
Tomato,Fruiting,Black Soil,59.4,39.1,77.1,6.57,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,57.5,54.3,37.2,6.69,Bone Meal
Tomato,Flowering,Reddish Soil,50.2,55,51.9,6.83,Seaweed Extract
Tomato,Vegetative,Black Soil,73.5,38,36.2,7.08,Seaweed Extract
Tomato,Fruiting,Sandy Loam,49.7,32.2,77.5,6.52,Vermicompost
Tomato,Seedling,Black Soil,28.4,14.3,17.5,7,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,48.6,30.6,84.4,6.66,Cow Manure Compost
Tomato,Flowering,Sandy Loam,51,43,47.8,6.68,Vermicompost
Tomato,Seedling,Black Soil,19.3,13.9,8.4,6.54,Vermicompost
Tomato,Fruiting,Reddish Soil,55.7,44.7,81.5,6.03,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,58.2,39.8,51.8,7.03,Bone Meal
Tomato,Fruiting,Sandy Loam,49.7,49.7,92.6,6.45,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Sandy Loam,52,40.3,78.6,6.21,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,92.6,26,32.4,6.64,Vermicompost
Tomato,Seedling,Reddish Soil,21.8,16.4,9.2,6.49,Jeevamrut
Tomato,Fruiting,Sandy Loam,42.5,40.4,77.4,6.56,Wood Ash (Organic Potash)
Tomato,Flowering,Reddish Soil,55.4,44.9,42.1,6.13,Bone Meal
Tomato,Flowering,Reddish Soil,63.9,37.7,42.5,6.36,Bone Meal
Tomato,Flowering,Reddish Soil,59.9,43.1,48.3,6.6,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,24.6,8.6,15,6.56,Jeevamrut
Tomato,Seedling,Black Soil,25.9,17,18.6,7.28,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,26.4,12.4,16.5,6.59,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,56.9,51.1,48.5,6.28,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,50,34.1,87.7,6.19,Vermicompost
Tomato,Fruiting,Sandy Loam,41.4,33.7,86.7,6.49,Cow Manure Compost
Tomato,Seedling,Black Soil,29.4,10.5,14,6.8,Vermicompost
Tomato,Fruiting,Black Soil,48.6,35,88.5,7.21,Wood Ash (Organic Potash)
Tomato,Fruiting,Sandy Loam,51.9,49.9,83.1,7.12,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,47.8,39,77.1,6.87,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,45.4,37.4,96.9,6.67,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,23.9,13.1,11.6,6.57,Vermicompost
Tomato,Vegetative,Black Soil,91.1,29.3,27,6.51,Neem Cake
Tomato,Fruiting,Reddish Soil,54.1,38.6,83.3,6.65,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,51.4,43.8,94,6.7,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,44.4,30.8,71.1,6.18,Cow Manure Compost
Tomato,Seedling,Reddish Soil,17.6,14.9,10.4,6.54,Jeevamrut + Urea (46% N) (small dose)
Tomato,Flowering,Sandy Loam,67.7,52.9,42.4,6.43,Vermicompost
Tomato,Seedling,Sandy Loam,19.6,16.2,8.7,6.62,Jeevamrut
Tomato,Seedling,Black Soil,15.6,13.9,16.1,6.52,Vermicompost + Urea (46% N) (small dose)
Tomato,Fruiting,Black Soil,43.3,45.9,90.8,6.72,Wood Ash (Organic Potash)
Tomato,Flowering,Reddish Soil,66.4,52,40.3,6.66,Seaweed Extract
Tomato,Fruiting,Sandy Loam,56.4,43,82.6,6.66,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,55.9,48.3,59.1,6.25,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,74.8,38.1,39.6,6.76,Seaweed Extract
Tomato,Fruiting,Black Soil,41.6,43.6,89.6,6.77,Wood Ash (Organic Potash)
Tomato,Vegetative,Sandy Loam,86.5,33.8,37.6,6.36,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,22,8.8,12.7,7,Jeevamrut
Tomato,Seedling,Sandy Loam,16,8.9,20,6.53,Vermicompost + Urea (46% N) (small dose)
Tomato,Flowering,Sandy Loam,61.4,51.1,54,6.35,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,15.1,16.2,16.5,7.23,Vermicompost + Urea (46% N) (small dose)
Tomato,Seedling,Reddish Soil,19.1,13.2,11.6,6.94,Cow Manure Compost
Tomato,Flowering,Reddish Soil,66.2,47.7,44.7,6.67,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,69.5,50.9,51.5,6.78,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,53.3,38.7,40.1,6.59,Bone Meal
Tomato,Fruiting,Black Soil,48.9,40.3,80.8,7.09,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,73,25.3,34.9,6.8,Neem Cake
Tomato,Fruiting,Sandy Loam,42.8,47.2,85,6.87,Vermicompost
Tomato,Fruiting,Sandy Loam,41.2,36,78.9,6.52,Wood Ash (Organic Potash)
Tomato,Seedling,Black Soil,22.4,12.7,10.1,6.93,Cow Manure Compost
Tomato,Flowering,Sandy Loam,66.4,35.8,57.2,7.19,Vermicompost + Bone Meal
Tomato,Vegetative,Black Soil,98,42.3,25.7,6.53,Seaweed Extract
Tomato,Seedling,Sandy Loam,21.9,15.3,14.9,6.87,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,59.7,38.2,96.8,6.73,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,58,46.2,38.9,6.68,Vermicompost
Tomato,Flowering,Black Soil,51.2,54.4,57.1,7.43,Seaweed Extract
Tomato,Seedling,Reddish Soil,24.6,12.2,15.6,6.79,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Sandy Loam,56.9,37.7,37.4,7.03,Vermicompost
Tomato,Flowering,Sandy Loam,51.6,54.9,38.9,7.19,Seaweed Extract
Tomato,Flowering,Sandy Loam,57.2,53.2,35.5,6.52,Vermicompost
Tomato,Flowering,Black Soil,63.1,46,37.2,6.91,Vermicompost
Tomato,Vegetative,Sandy Loam,74.7,41.5,25.6,6.62,Seaweed Extract
Tomato,Flowering,Reddish Soil,52.6,50.8,38.1,6.79,Bone Meal
Tomato,Vegetative,Reddish Soil,94.1,36.4,32.7,6.29,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,29.7,14.5,17.7,6.92,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Black Soil,57.7,48.6,40.5,7.45,Bone Meal
Tomato,Flowering,Reddish Soil,50.4,44.5,52.2,6.72,Vermicompost
Tomato,Fruiting,Black Soil,55.2,30.5,70.7,6.82,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,16.9,11.4,19.1,6.22,Jeevamrut + Urea (46% N) (small dose)
Tomato,Seedling,Black Soil,18.4,8.8,11.5,6.66,Jeevamrut
Tomato,Seedling,Sandy Loam,19.7,10.4,10.6,6.62,Vermicompost
Tomato,Vegetative,Reddish Soil,97.2,27.8,33,6.41,Neem Cake
Tomato,Fruiting,Black Soil,41.2,48.7,80.5,6.6,Vermicompost
Tomato,Fruiting,Black Soil,52.4,39.3,81.4,7.36,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,75.5,31.8,31.4,7.03,Seaweed Extract
Tomato,Vegetative,Reddish Soil,83.2,37.3,26.3,6.88,Vermicompost
Tomato,Flowering,Reddish Soil,51.8,44.8,36.9,6.41,Vermicompost
Tomato,Vegetative,Black Soil,83.9,31,36.2,7,Vermicompost
Tomato,Flowering,Reddish Soil,56.3,52.8,50.1,6.83,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Sandy Loam,80.5,32.3,37.1,6.53,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,23,11.2,12,6.67,Cow Manure Compost
Tomato,Vegetative,Black Soil,85.4,35.6,26.6,6.95,Vermicompost
Tomato,Vegetative,Sandy Loam,97.8,44.4,33.6,6.34,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Black Soil,51.7,47.4,76.2,6.61,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,25.3,12.4,11.1,6.84,Vermicompost
Tomato,Fruiting,Reddish Soil,54.7,38.1,72.1,6.78,Wood Ash (Organic Potash)
Tomato,Fruiting,Black Soil,55.2,42.5,73.9,6.53,Vermicompost
Tomato,Vegetative,Reddish Soil,90.1,36.2,26.7,6.45,Seaweed Extract
Tomato,Fruiting,Black Soil,48.4,42.8,81.9,6.77,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,50.9,38.3,46.1,6.21,Bone Meal
Tomato,Flowering,Reddish Soil,69.8,45.9,59.1,6.08,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Fruiting,Reddish Soil,43.1,36.2,78.7,6.87,Vermicompost
Tomato,Vegetative,Sandy Loam,85.1,39.6,39.4,6.42,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Black Soil,29.1,16.9,15.2,7.42,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,28.2,16.8,15.9,6.41,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Sandy Loam,18.7,8.6,12.7,6.43,Cow Manure Compost
Tomato,Vegetative,Reddish Soil,83.9,33.2,34.8,6.55,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Seedling,Reddish Soil,21,9.5,19.9,6.93,Jeevamrut
Tomato,Flowering,Black Soil,64.8,44,40.6,6.95,Bone Meal
Tomato,Seedling,Reddish Soil,23.7,15.5,17.7,6.66,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Vegetative,Black Soil,72.5,44.7,30.6,6.87,Neem Cake
Tomato,Vegetative,Reddish Soil,78.8,43.2,36.3,6.8,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Tomato,Flowering,Reddish Soil,64.8,37.9,53.8,6.77,Vermicompost
Tomato,Fruiting,Black Soil,40.2,31.4,81.8,6.98,Wood Ash (Organic Potash)
Tomato,Seedling,Reddish Soil,24.3,14.5,9.8,6.06,Jeevamrut
Tomato,Vegetative,Black Soil,93.7,40.8,26.4,6.99,Neem Cake
Tomato,Vegetative,Black Soil,97.1,32,32.7,7.28,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
