District,Month,Soil_Type,N,P,K,pH,Temperature_C,Humidity_%,Rainfall_mm,Sunlight_lux,Recommended_Crop
Sangli,December,Red,66,47,49,6.16,29,80,54,47733,Bottle Gourd
Sangli,December,Loamy,98,44,48,6.19,31,79,106,53975,Bottle Gourd
Sangli,February,Loamy,67,46,35,6.15,29,62,76,39033,Bottle Gourd
Solapur,December,Black,61,42,30,6.82,23,74,90,48892,Bottle Gourd
Solapur,May,Black,81,31,30,6.6,24,48,64,64972,Bottle Gourd
Solapur,May,Black,80,46,36,7.32,22,46,118,61568,Bottle Gourd
Solapur,March,Loamy,93,37,42,6.34,27,76,71,44240,Bottle Gourd
Sangli,July,Black,99,48,45,6.51,28,49,115,47556,Bottle Gourd
Sangli,September,Black,64,47,49,6.82,27,71,77,54859,Bottle Gourd
Solapur,June,Loamy,92,45,42,7.39,28,63,92,68810,Bottle Gourd
Solapur,May,Red,62,41,36,7.45,22,49,63,46334,Bottle Gourd
Sangli,September,Black,84,39,34,6.1,27,67,62,45372,Bottle Gourd
Solapur,November,Red,75,36,32,6.01,26,47,109,35124,Bottle Gourd
Sangli,February,Loamy,78,40,40,6.62,25,77,105,30657,Bottle Gourd
Solapur,May,Loamy,84,40,45,6.87,29,58,104,53823,Bottle Gourd
Sangli,March,Red,71,39,31,6.53,26,76,54,31951,Bottle Gourd
Solapur,October,Black,83,49,34,6.82,22,63,75,40502,Bottle Gourd
Solapur,September,Black,61,46,46,6.26,29,49,73,64955,Bottle Gourd
Solapur,September,Red,66,43,33,6.69,25,43,58,37159,Bottle Gourd
Sangli,December,Red,61,48,42,6.54,26,72,114,59787,Bottle Gourd
Sangli,June,Loamy,84,41,49,6.57,29,43,57,49046,Bottle Gourd
Sangli,December,Red,82,35,40,7.2,27,55,72,54291,Bottle Gourd
Sangli,May,Black,77,38,45,7.0,22,62,118,34561,Bottle Gourd
Sangli,April,Black,75,38,36,7.23,30,40,105,63063,Bottle Gourd
Sangli,July,Black,81,36,49,6.98,25,43,119,46365,Bottle Gourd
Solapur,March,Red,62,33,38,6.88,24,55,61,46485,Bottle Gourd
Sangli,May,Loamy,89,32,34,6.29,26,48,96,36868,Bottle Gourd
Sangli,June,Black,76,39,30,6.43,29,62,70,37072,Bottle Gourd
Solapur,March,Red,87,31,34,6.32,31,54,98,44427,Bottle Gourd
Sangli,December,Black,79,31,41,6.23,24,51,74,36987,Bottle Gourd
Solapur,July,Red,99,40,35,6.94,32,74,70,41424,Bottle Gourd
Sangli,April,Loamy,87,48,43,6.84,34,49,81,35576,Bottle Gourd
Solapur,November,Red,82,39,32,6.51,25,50,104,65042,Bottle Gourd
Sangli,September,Loamy,76,38,34,7.48,30,84,85,57704,Bottle Gourd
Solapur,February,Black,79,35,38,7.3,34,52,98,50843,Bottle Gourd
Sangli,July,Black,91,46,40,6.69,34,40,99,63845,Bottle Gourd
Solapur,November,Loamy,89,47,39,7.08,27,41,118,30745,Bottle Gourd
Solapur,June,Red,83,43,41,6.3,31,83,100,55807,Bottle Gourd
Sangli,June,Black,70,45,31,7.0,27,61,54,42838,Bottle Gourd
Solapur,November,Loamy,92,39,47,6.2,26,53,108,30587,Bottle Gourd
Sangli,August,Loamy,95,35,45,6.26,29,83,70,35913,Bottle Gourd
Sangli,March,Loamy,99,31,45,6.26,32,67,50,32108,Bottle Gourd
Solapur,February,Loamy,63,31,42,7.14,34,60,64,37644,Bottle Gourd
Sangli,May,Black,85,31,37,6.62,27,47,62,60236,Bottle Gourd
Solapur,October,Loamy,82,44,44,6.69,32,62,87,46964,Bottle Gourd
Solapur,August,Black,61,46,36,6.95,28,48,85,41526,Bottle Gourd
Sangli,October,Red,98,31,31,7.25,23,40,66,65300,Bottle Gourd
Sangli,July,Loamy,80,31,45,7.16,25,49,101,64243,Bottle Gourd
Sangli,February,Red,73,30,37,6.42,26,84,98,37369,Bottle Gourd
Solapur,July,Black,80,33,42,7.13,32,67,102,57628,Bottle Gourd
Solapur,November,Black,66,49,44,6.99,33,56,72,34972,Bottle Gourd
Sangli,November,Loamy,60,42,36,6.45,29,79,88,48872,Bottle Gourd
Sangli,April,Red,61,45,47,7.25,30,79,67,65159,Bottle Gourd
Sangli,June,Red,61,46,35,6.64,34,55,102,34671,Bottle Gourd
Solapur,October,Red,62,47,39,6.61,30,82,113,66026,Bottle Gourd
Sangli,March,Red,89,32,48,7.06,28,79,76,36328,Bottle Gourd
Solapur,October,Loamy,96,32,32,7.23,26,60,91,40357,Bottle Gourd
Solapur,February,Red,64,36,40,7.23,33,40,103,34303,Bottle Gourd
Solapur,January,Loamy,81,42,44,6.76,30,44,108,39366,Bottle Gourd
Sangli,January,Loamy,70,37,44,7.14,27,81,80,68037,Bottle Gourd
Sangli,May,Loamy,76,47,48,7.41,30,57,93,53630,Bottle Gourd
Solapur,October,Black,60,33,38,7.07,31,71,67,64323,Bottle Gourd
Sangli,August,Red,84,42,42,7.09,34,60,93,33294,Bottle Gourd
Solapur,May,Loamy,94,43,31,7.28,23,51,83,36951,Bottle Gourd
Solapur,May,Black,84,40,42,6.74,26,65,76,49225,Bottle Gourd
Solapur,February,Black,65,33,33,7.14,30,81,63,33623,Bottle Gourd
Solapur,September,Black,92,44,44,6.04,28,54,56,59259,Bottle Gourd
Sangli,July,Loamy,65,38,48,6.5,32,72,72,69084,Bottle Gourd
Solapur,April,Loamy,81,39,42,6.06,31,71,88,61609,Bottle Gourd
Sangli,August,Loamy,84,47,44,7.01,31,80,93,58693,Bottle Gourd
Sangli,February,Black,96,43,33,6.89,22,41,62,37800,Bottle Gourd
Solapur,January,Black,83,37,41,6.94,24,71,89,69796,Bottle Gourd
Solapur,June,Red,91,39,45,6.45,27,82,53,64052,Bottle Gourd
Solapur,January,Red,96,40,38,7.31,29,74,75,59910,Bottle Gourd
Sangli,September,Loamy,78,35,40,6.01,23,67,74,36438,Bottle Gourd
Solapur,April,Black,78,33,42,7.03,23,46,74,43334,Bottle Gourd
Sangli,January,Black,66,42,46,6.98,23,77,62,51043,Bottle Gourd
Sangli,June,Black,76,47,37,6.6,32,67,99,36673,Bottle Gourd
Solapur,January,Loamy,81,35,35,6.73,23,58,97,34008,Bottle Gourd
Solapur,August,Loamy,69,31,47,6.12,26,51,59,55163,Bottle Gourd
Solapur,February,Black,60,31,46,7.18,26,83,83,59424,Bottle Gourd
Sangli,May,Red,84,34,35,7.49,30,60,85,41734,Bottle Gourd
Solapur,January,Red,99,32,46,6.53,25,67,86,64769,Bottle Gourd
Solapur,January,Loamy,79,45,42,6.77,28,62,118,41866,Bottle Gourd
Sangli,December,Red,66,44,38,6.4,27,60,119,33801,Bottle Gourd
Sangli,June,Black,74,35,45,6.23,27,55,103,39056,Bottle Gourd
Solapur,December,Red,67,34,47,6.6,31,79,72,51896,Bottle Gourd
Sangli,February,Red,61,45,46,6.31,34,63,114,46368,Bottle Gourd
Solapur,October,Black,98,33,30,6.35,24,76,94,49476,Bottle Gourd
Solapur,September,Black,99,40,43,7.37,29,49,117,49512,Bottle Gourd
Solapur,December,Black,70,40,45,6.84,28,51,109,43891,Bottle Gourd
Sangli,January,Red,82,42,36,6.14,25,47,71,49701,Bottle Gourd
Solapur,October,Black,76,41,33,6.72,23,66,119,32984,Bottle Gourd
Solapur,September,Black,96,41,44,7.3,28,63,112,47214,Bottle Gourd
Sangli,May,Loamy,84,46,30,7.46,22,79,115,69002,Bottle Gourd
Sangli,November,Black,76,33,41,7.41,26,64,68,42388,Bottle Gourd
Sangli,July,Black,95,42,42,6.29,24,69,107,43270,Bottle Gourd
Solapur,September,Loamy,72,42,32,7.4,24,68,69,40657,Bottle Gourd
Solapur,August,Black,60,31,38,6.51,25,62,100,44034,Bottle Gourd
Sangli,August,Black,88,34,32,7.3,27,43,104,59581,Bottle Gourd
Sangli,December,Loamy,98,41,49,6.82,34,50,107,33622,Bottle Gourd
Sangli,August,Red,74,38,32,6.32,31,54,52,36900,Bottle Gourd
Sangli,March,Loamy,89,43,45,7.08,24,74,58,44453,Bottle Gourd
Solapur,August,Loamy,74,33,37,7.33,23,42,116,41860,Bottle Gourd
Solapur,December,Red,82,42,45,6.14,23,52,105,66391,Bottle Gourd
Solapur,August,Black,91,30,32,6.3,33,41,78,52058,Bottle Gourd
Solapur,September,Red,90,34,48,6.54,30,46,107,63867,Bottle Gourd
Sangli,March,Loamy,77,47,38,7.2,29,55,77,48605,Bottle Gourd
Solapur,March,Red,97,49,38,7.17,34,54,57,39559,Bottle Gourd
Solapur,March,Black,82,44,42,6.46,33,83,52,55181,Bottle Gourd
Sangli,December,Black,92,49,41,7.14,27,68,70,69604,Bottle Gourd
Sangli,November,Red,94,47,41,7.13,31,78,90,37490,Bottle Gourd
Sangli,September,Red,95,33,39,6.75,27,46,77,46676,Bottle Gourd
Solapur,August,Red,71,46,45,6.15,25,79,70,51097,Bottle Gourd
Sangli,October,Loamy,77,42,34,6.44,23,79,95,32692,Bottle Gourd
Solapur,December,Black,72,46,40,7.07,29,52,67,34252,Bottle Gourd
Sangli,June,Black,81,49,40,6.24,25,80,62,60254,Bottle Gourd
Sangli,November,Loamy,76,34,43,6.22,31,61,62,30592,Bottle Gourd
Solapur,December,Loamy,94,30,42,7.19,23,48,99,40549,Bottle Gourd
Sangli,April,Red,97,49,32,6.82,32,63,78,30736,Bottle Gourd
Sangli,March,Black,94,34,45,6.51,24,55,113,30364,Bottle Gourd
Solapur,June,Loamy,94,37,33,6.76,22,47,70,58668,Bottle Gourd
Sangli,September,Black,82,37,32,7.15,25,68,100,30515,Bottle Gourd
Sangli,May,Black,61,36,40,7.01,24,79,75,41665,Bottle Gourd
Sangli,July,Red,96,45,41,6.55,29,76,101,32962,Bottle Gourd
Solapur,June,Loamy,72,42,46,6.79,34,61,68,42158,Bottle Gourd
Solapur,July,Loamy,82,38,31,6.92,27,72,56,51999,Bottle Gourd
Sangli,April,Loamy,79,43,40,6.35,24,61,102,45288,Bottle Gourd
Sangli,July,Loamy,96,37,47,6.63,27,62,60,62391,Bottle Gourd
Solapur,April,Black,98,31,44,6.28,30,62,70,61128,Bottle Gourd
Solapur,March,Black,78,32,41,7.12,26,51,76,44339,Bottle Gourd
Sangli,March,Black,83,39,30,6.05,33,55,92,30726,Bottle Gourd
Sangli,January,Loamy,70,33,39,7.15,24,75,111,34970,Bottle Gourd
Solapur,April,Black,81,31,30,7.49,24,43,111,39205,Bottle Gourd
Sangli,June,Loamy,72,48,33,6.75,25,82,94,30992,Bottle Gourd
Solapur,July,Black,87,35,38,6.53,28,45,115,42894,Bottle Gourd
Solapur,June,Red,64,49,41,6.82,29,82,88,51790,Bottle Gourd
Solapur,March,Loamy,67,35,31,7.28,26,77,95,47158,Bottle Gourd
Solapur,December,Loamy,74,44,43,6.53,25,52,79,63895,Bottle Gourd
Solapur,April,Black,97,37,48,6.3,22,65,113,55382,Bottle Gourd
Sangli,February,Loamy,73,49,47,7.01,28,43,92,35971,Bottle Gourd
Solapur,January,Loamy,61,38,46,6.04,25,66,88,49956,Bottle Gourd
Solapur,March,Red,60,49,45,7.46,24,55,82,63173,Bottle Gourd
Solapur,December,Red,94,36,32,6.67,30,47,68,56988,Bottle Gourd
Sangli,November,Red,94,33,32,7.43,33,84,56,59029,Bottle Gourd
Solapur,September,Red,99,36,34,6.91,31,68,70,53136,Bottle Gourd
Solapur,November,Loamy,85,35,44,6.97,22,54,50,69363,Bottle Gourd
Sangli,May,Red,71,35,48,6.07,26,55,61,50220,Bottle Gourd
Sangli,April,Red,92,47,31,7.1,22,81,114,61085,Bottle Gourd
Sangli,January,Red,69,48,37,7.09,25,51,80,48408,Bottle Gourd
Solapur,January,Red,75,44,38,7.16,31,53,61,55710,Bottle Gourd
Solapur,April,Red,63,31,33,6.83,23,47,109,51889,Bottle Gourd
Solapur,September,Red,71,34,36,7.36,29,63,68,68225,Bottle Gourd
Solapur,January,Loamy,98,43,44,7.15,22,42,105,32860,Bottle Gourd
Solapur,September,Loamy,89,35,35,6.55,26,77,107,54517,Bottle Gourd
Solapur,August,Red,70,45,48,7.01,32,64,50,62776,Bottle Gourd
Solapur,August,Red,75,48,37,6.32,30,70,91,66512,Bottle Gourd
Solapur,November,Black,87,33,41,6.86,29,67,107,69420,Bottle Gourd
Sangli,August,Black,70,41,38,7.38,30,45,119,59948,Bottle Gourd
Sangli,March,Loamy,75,31,33,7.09,24,69,94,45296,Bottle Gourd
Sangli,January,Black,66,32,33,6.57,30,63,50,54693,Bottle Gourd
Solapur,May,Loamy,62,41,49,6.63,28,54,113,57921,Bottle Gourd
Sangli,March,Black,89,30,42,7.14,25,51,53,33816,Bottle Gourd
Solapur,September,Loamy,66,41,39,7.21,26,52,119,50382,Bottle Gourd
Solapur,March,Loamy,70,33,30,7.23,25,76,55,37260,Bottle Gourd
Solapur,August,Loamy,78,36,38,6.7,28,79,85,48951,Bottle Gourd
Sangli,April,Black,85,32,32,6.97,33,68,111,55407,Bottle Gourd
Sangli,December,Loamy,87,47,43,6.91,27,68,52,60468,Bottle Gourd
Solapur,September,Black,72,38,33,6.65,26,46,91,40853,Bottle Gourd
Solapur,November,Red,87,44,37,7.29,27,63,62,42912,Bottle Gourd
Solapur,September,Red,84,48,42,7.12,28,47,80,38646,Bottle Gourd
Solapur,July,Black,94,36,39,6.25,31,82,84,47534,Bottle Gourd
Solapur,May,Red,68,33,37,6.65,29,70,71,52763,Bottle Gourd
Solapur,August,Loamy,87,43,34,6.13,32,61,96,48264,Bottle Gourd
Solapur,April,Red,70,34,43,7.28,23,74,81,56021,Bottle Gourd
Sangli,August,Black,92,36,47,7.31,31,76,89,49032,Bottle Gourd
Solapur,January,Black,63,39,37,6.17,33,60,76,41933,Bottle Gourd
Sangli,May,Black,68,32,46,6.42,24,45,56,33754,Bottle Gourd
Sangli,April,Red,91,47,36,6.13,26,67,99,34390,Bottle Gourd
Sangli,December,Black,96,48,31,6.28,26,83,62,68549,Bottle Gourd
Sangli,July,Red,73,34,49,6.5,27,51,112,58067,Bottle Gourd
Solapur,January,Black,69,32,30,6.55,24,66,56,33162,Bottle Gourd
Solapur,June,Red,92,42,31,6.92,26,41,113,40892,Bottle Gourd
Sangli,December,Red,77,46,36,7.15,34,77,68,69570,Bottle Gourd
Solapur,August,Red,87,45,32,6.41,32,77,66,57951,Bottle Gourd
Sangli,July,Black,72,43,49,6.19,25,50,100,50413,Bottle Gourd
Solapur,February,Red,64,46,43,6.23,30,83,66,34176,Bottle Gourd
Sangli,March,Loamy,66,34,31,6.77,34,50,55,33217,Bottle Gourd
Solapur,March,Black,78,39,49,6.71,29,59,104,37658,Bottle Gourd
Solapur,June,Black,65,31,35,7.22,28,43,65,51750,Bottle Gourd
Solapur,October,Black,72,43,41,6.37,32,53,57,53257,Bottle Gourd
Sangli,January,Loamy,75,41,49,7.4,26,75,69,63322,Bottle Gourd
Sangli,June,Red,84,49,39,6.29,27,72,118,53051,Bottle Gourd
Sangli,December,Black,73,36,49,6.23,30,41,98,68878,Bottle Gourd
Sangli,December,Loamy,91,41,42,6.18,34,68,117,67024,Bottle Gourd
Sangli,September,Loamy,97,45,40,7.27,28,50,75,57981,Bottle Gourd
Solapur,January,Loamy,89,47,46,7.03,29,55,82,60827,Bottle Gourd
Sangli,July,Loamy,86,30,30,6.44,25,52,81,36850,Bottle Gourd
Sangli,December,Red,78,49,38,7.4,28,64,95,64219,Bottle Gourd
Sangli,June,Loamy,87,34,32,6.78,29,76,52,30534,Bottle Gourd
Sangli,September,Red,61,48,32,6.78,23,53,97,66827,Bottle Gourd
Solapur,May,Loamy,83,41,32,6.99,33,59,55,40423,Bottle Gourd
Solapur,January,Black,79,37,41,7.4,24,83,117,30737,Bottle Gourd
Solapur,September,Loamy,90,49,49,7.25,26,41,64,63216,Bottle Gourd
Solapur,May,Loamy,70,39,31,6.46,33,53,54,42574,Bottle Gourd
Sangli,September,Loamy,93,39,47,6.31,32,44,105,49621,Bottle Gourd
Solapur,June,Black,80,45,46,7.33,30,41,68,41376,Bottle Gourd
Solapur,February,Loamy,92,38,35,6.38,29,84,80,53130,Bottle Gourd
Solapur,December,Black,64,44,31,7.21,25,42,88,54713,Bottle Gourd
Sangli,May,Red,91,38,30,6.24,33,74,89,50524,Bottle Gourd
Sangli,December,Black,69,44,38,6.58,29,82,65,41784,Bottle Gourd
Solapur,March,Black,70,48,35,7.32,34,44,91,63001,Bottle Gourd
Sangli,May,Loamy,95,41,36,7.26,23,58,89,50501,Bottle Gourd
Solapur,February,Loamy,61,39,40,6.05,26,72,74,63326,Bottle Gourd
Solapur,August,Black,96,32,42,6.11,24,50,52,37996,Bottle Gourd
Sangli,August,Red,85,46,31,6.01,33,55,88,66229,Bottle Gourd
Sangli,August,Black,78,48,41,6.5,34,66,54,40521,Bottle Gourd
Sangli,January,Loamy,70,33,49,7.33,27,67,85,53257,Bottle Gourd
Sangli,June,Black,64,31,30,6.08,26,74,95,30597,Bottle Gourd
Solapur,June,Red,92,36,40,6.62,30,74,73,67046,Bottle Gourd
Sangli,August,Loamy,92,39,44,7.32,29,68,67,59569,Bottle Gourd
Solapur,May,Loamy,90,38,39,6.88,25,60,79,53712,Bottle Gourd
Solapur,October,Red,61,33,44,6.73,34,40,115,60213,Bottle Gourd
Solapur,March,Red,64,30,31,7.29,27,56,81,60679,Bottle Gourd
Sangli,January,Red,67,42,43,6.13,30,67,68,51943,Bottle Gourd
Sangli,July,Red,94,48,46,6.61,23,46,76,42182,Bottle Gourd
Sangli,November,Loamy,68,39,44,7.05,31,41,86,39191,Bottle Gourd
Sangli,June,Black,77,32,36,7.15,27,64,91,35384,Bottle Gourd
Solapur,November,Loamy,86,37,47,6.29,34,69,77,32645,Bottle Gourd
Sangli,June,Red,92,44,35,6.23,31,47,106,59077,Bottle Gourd
Sangli,April,Black,87,46,36,7.02,25,43,77,57742,Bottle Gourd
Solapur,February,Loamy,69,34,42,7.33,28,75,60,62501,Bottle Gourd
Solapur,January,Red,77,33,40,6.05,34,49,109,56481,Bottle Gourd
Sangli,November,Loamy,68,44,48,6.68,26,45,93,68787,Bottle Gourd
Sangli,August,Black,93,33,30,6.16,28,44,94,41724,Bottle Gourd
Sangli,January,Red,69,39,31,6.8,22,69,84,54742,Bottle Gourd
Sangli,June,Loamy,65,33,45,6.5,32,56,68,32809,Bottle Gourd
Solapur,December,Red,85,45,48,6.7,31,71,117,69811,Bottle Gourd
Solapur,December,Loamy,88,42,35,6.91,24,79,54,58161,Bottle Gourd
Sangli,March,Loamy,69,38,46,6.5,32,69,84,61558,Bottle Gourd
Sangli,February,Red,93,46,32,7.14,34,50,69,69328,Bottle Gourd
Sangli,February,Red,68,36,38,7.1,23,44,115,34233,Bottle Gourd
Solapur,January,Loamy,65,43,43,6.98,30,70,92,63230,Bottle Gourd
Sangli,May,Black,68,41,31,6.04,30,69,66,64227,Bottle Gourd
Solapur,July,Loamy,97,34,39,6.62,25,56,65,45882,Bottle Gourd
Solapur,February,Red,93,41,39,6.62,23,55,111,44689,Bottle Gourd
Solapur,March,Loamy,89,36,46,6.6,33,47,51,39776,Bottle Gourd
Sangli,July,Loamy,90,40,38,6.66,34,76,50,69493,Bottle Gourd
Sangli,November,Black,82,43,43,6.94,24,65,108,54325,Bottle Gourd
Solapur,October,Red,78,39,34,6.28,27,44,70,53548,Bottle Gourd
Sangli,July,Loamy,74,44,30,6.36,23,71,104,34565,Bottle Gourd
Solapur,May,Red,61,41,36,6.85,26,43,58,62350,Bottle Gourd
Sangli,December,Loamy,97,42,33,6.81,34,50,55,58548,Bottle Gourd
Solapur,March,Loamy,69,39,46,7.13,27,60,82,46171,Bottle Gourd
Solapur,January,Loamy,88,48,49,6.21,25,75,84,56824,Bottle Gourd
Sangli,October,Loamy,77,45,47,7.24,33,73,70,43947,Bottle Gourd
Sangli,January,Loamy,75,46,30,6.35,24,66,69,39438,Bottle Gourd
Sangli,May,Red,91,38,31,7.33,27,76,101,36864,Bottle Gourd
Sangli,June,Black,93,36,46,7.27,28,72,78,57154,Bottle Gourd
Solapur,May,Black,82,30,39,7.14,30,74,77,69550,Bottle Gourd
Sangli,July,Black,94,36,43,7.28,31,41,71,61586,Bottle Gourd
Solapur,August,Loamy,92,31,49,6.85,25,49,68,40996,Bottle Gourd
Solapur,December,Red,66,37,40,6.42,22,77,66,36808,Bottle Gourd
Sangli,October,Black,98,49,38,7.49,23,40,104,59291,Bottle Gourd
Solapur,March,Black,71,43,36,6.28,33,48,91,34905,Bottle Gourd
Solapur,September,Red,97,43,38,6.14,32,83,107,68808,Bottle Gourd
Sangli,June,Black,87,41,42,6.7,33,42,51,44264,Bottle Gourd
Sangli,September,Black,92,45,30,7.31,25,44,66,51861,Bottle Gourd
Solapur,February,Loamy,73,45,34,6.66,31,43,79,39021,Bottle Gourd
Solapur,December,Red,86,33,36,7.46,31,52,90,36687,Bottle Gourd
Sangli,January,Red,68,35,39,6.11,25,64,61,38469,Bottle Gourd
Sangli,December,Red,95,43,31,7.49,34,82,55,38726,Bottle Gourd
Solapur,December,Black,94,30,31,6.73,29,55,72,62519,Bottle Gourd
Sangli,July,Black,94,36,34,6.82,24,57,110,44290,Bottle Gourd
Sangli,April,Red,92,33,38,7.3,28,63,106,55446,Bottle Gourd
Solapur,September,Red,78,46,47,7.15,31,52,98,55937,Bottle Gourd
Solapur,May,Red,68,43,48,6.24,22,51,64,62691,Bottle Gourd
Sangli,March,Black,93,38,34,6.63,26,59,96,67693,Bottle Gourd
Solapur,September,Red,82,31,40,7.44,24,49,105,36433,Bottle Gourd
Solapur,June,Red,75,30,34,7.29,32,81,104,63253,Bottle Gourd
Solapur,October,Black,85,42,34,7.08,31,52,94,48188,Bottle Gourd
Sangli,November,Loamy,73,39,31,6.68,28,79,113,56836,Bottle Gourd
Solapur,April,Red,83,43,47,6.22,33,53,103,40900,Bottle Gourd
Sangli,May,Loamy,62,36,41,6.18,31,82,87,38326,Bottle Gourd
Solapur,May,Red,73,40,34,7.16,32,55,113,66033,Bottle Gourd
Solapur,October,Black,68,34,33,6.24,34,76,116,53582,Bottle Gourd
Sangli,November,Red,88,38,49,7.33,24,78,54,37782,Bottle Gourd
Solapur,June,Loamy,77,44,39,7.0,22,67,72,33918,Bottle Gourd
Sangli,May,Red,73,36,48,6.25,33,54,112,44432,Bottle Gourd
Sangli,August,Red,76,44,37,7.16,24,53,83,62992,Bottle Gourd
Sangli,May,Black,60,45,32,7.33,32,74,115,32306,Bottle Gourd
Solapur,November,Black,87,31,35,7.45,26,51,53,46791,Bottle Gourd
Sangli,September,Red,92,34,34,6.67,26,52,82,44533,Bottle Gourd
Solapur,November,Black,97,34,47,6.78,28,40,102,67812,Bottle Gourd
Sangli,March,Red,98,39,48,6.86,27,78,97,37762,Bottle Gourd
Sangli,November,Loamy,62,35,30,7.01,30,71,95,59795,Bottle Gourd
Sangli,July,Loamy,75,40,36,6.61,30,77,105,63484,Bottle Gourd
Solapur,December,Loamy,85,46,30,7.16,27,66,106,38118,Bottle Gourd
Sangli,August,Loamy,93,47,33,7.36,26,83,65,40845,Bottle Gourd
Solapur,December,Red,96,45,38,6.16,32,41,98,43018,Bottle Gourd
Solapur,January,Black,78,45,42,7.41,24,74,82,53362,Bottle Gourd
Sangli,May,Loamy,70,33,33,6.8,25,47,64,37574,Bottle Gourd
Sangli,November,Red,61,32,40,7.28,27,67,81,57462,Bottle Gourd
Sangli,November,Red,67,36,35,7.27,32,61,51,51754,Bottle Gourd
Sangli,October,Black,99,49,35,6.21,29,49,89,69009,Bottle Gourd
Solapur,October,Black,86,43,32,6.98,29,56,114,46931,Bottle Gourd
Solapur,March,Red,86,32,31,6.65,26,55,105,30574,Bottle Gourd
Sangli,November,Loamy,71,45,46,6.17,27,55,80,61636,Bottle Gourd
Solapur,July,Loamy,64,49,39,7.14,24,66,73,49841,Bottle Gourd
Sangli,May,Loamy,66,44,35,6.95,34,52,118,32156,Bottle Gourd
Sangli,November,Black,79,40,30,6.45,34,46,84,63203,Bottle Gourd
Sangli,February,Black,88,47,45,7.48,22,48,107,55872,Bottle Gourd
Sangli,September,Loamy,89,44,39,6.75,24,67,54,67057,Bottle Gourd
Sangli,June,Black,71,46,36,7.35,23,47,51,53592,Bottle Gourd
Solapur,August,Black,81,30,47,6.03,24,62,51,40499,Bottle Gourd
Sangli,March,Black,69,35,30,6.16,29,46,84,63485,Bottle Gourd
Sangli,September,Loamy,82,48,43,6.83,28,77,60,36111,Bottle Gourd
Sangli,September,Red,83,31,49,6.52,23,62,89,68099,Bottle Gourd
Sangli,August,Loamy,62,41,43,6.94,22,51,67,50823,Bottle Gourd
Sangli,September,Loamy,62,46,42,6.74,22,58,113,33815,Bottle Gourd
Sangli,February,Black,68,36,45,6.5,26,44,80,44103,Bottle Gourd
Solapur,June,Red,81,46,44,6.69,28,68,115,54461,Bottle Gourd
Sangli,August,Black,86,41,40,6.25,29,44,62,43265,Bottle Gourd
Solapur,January,Red,97,48,46,7.03,31,54,79,31563,Bottle Gourd
Sangli,April,Black,74,31,40,7.22,32,74,110,41454,Bottle Gourd
Sangli,June,Loamy,99,31,47,6.11,26,47,61,31494,Bottle Gourd
Sangli,August,Red,71,41,42,6.63,32,48,57,31789,Bottle Gourd
Sangli,December,Red,96,33,34,7.09,28,68,67,69702,Bottle Gourd
Solapur,September,Loamy,97,33,45,6.95,34,41,94,68231,Bottle Gourd
Sangli,March,Loamy,61,30,46,6.83,30,42,73,30376,Bottle Gourd
Solapur,December,Black,71,43,33,7.45,32,41,80,62177,Bottle Gourd
Solapur,September,Red,60,34,36,6.94,25,42,61,45823,Bottle Gourd
Sangli,November,Black,73,47,37,6.49,22,69,103,37428,Bottle Gourd
Sangli,March,Red,93,38,36,7.36,32,47,75,45605,Bottle Gourd
Solapur,November,Red,76,46,30,7.5,27,75,84,53845,Bottle Gourd
Sangli,October,Red,95,39,37,6.2,27,56,61,46363,Bottle Gourd
Solapur,September,Red,99,43,36,7.32,22,47,62,57737,Bottle Gourd
Sangli,January,Loamy,75,39,45,7.09,24,72,100,35207,Bottle Gourd
Sangli,August,Loamy,98,31,42,7.23,29,52,68,45505,Bottle Gourd
Sangli,September,Black,63,47,35,7.39,27,81,60,54647,Bottle Gourd
Solapur,March,Red,77,31,41,7.36,31,75,65,35197,Bottle Gourd
Sangli,May,Loamy,70,41,34,7.32,27,78,113,50547,Bottle Gourd
Sangli,November,Red,93,38,37,6.61,33,69,107,50090,Bottle Gourd
Sangli,February,Black,94,48,41,7.0,33,58,60,67704,Bottle Gourd
Sangli,November,Loamy,64,39,38,6.19,34,71,103,57131,Bottle Gourd
Solapur,June,Loamy,77,38,38,6.19,28,44,70,47029,Bottle Gourd
Solapur,August,Red,94,39,32,6.96,28,55,65,57992,Bottle Gourd
Sangli,July,Loamy,64,48,36,6.14,31,64,55,68276,Bottle Gourd
Sangli,December,Red,81,40,46,6.95,27,55,91,63870,Bottle Gourd
Sangli,March,Loamy,72,38,41,6.6,26,78,116,63408,Bottle Gourd
Sangli,July,Loamy,78,42,46,7.45,25,69,87,34746,Bottle Gourd
Solapur,June,Red,98,30,37,7.5,27,59,118,38668,Bottle Gourd
Solapur,July,Black,88,40,36,6.6,24,49,58,63036,Bottle Gourd
Sangli,October,Red,99,41,31,6.64,34,51,116,35297,Bottle Gourd
Solapur,May,Black,69,44,35,6.5,28,69,118,62190,Bottle Gourd
Solapur,March,Loamy,93,41,34,6.21,25,67,94,53521,Bottle Gourd
Sangli,September,Loamy,90,33,46,7.37,22,70,76,60465,Bottle Gourd
Solapur,November,Loamy,60,48,38,7.09,26,40,61,58598,Bottle Gourd
Sangli,October,Loamy,60,30,40,6.93,26,74,60,68083,Bottle Gourd
Sangli,February,Loamy,80,33,43,6.4,25,82,70,34258,Bottle Gourd
